timestamp,table,transaction_hash,block_number,from_address,to_address,value,gas_price,status
2025-10-24T08:49:12.143258,ethereum_tx,0xc7f6bce3ba302af66e8e36bae9eb35ea450091616605abf9ccb7fbfda783184c,9478904,0x2CdA41645F2dBffB852a605E92B185501801FC28,0x3D3B7C3756d4986a959468A9B1eA0dE0218dB7f8,0.25,200.0,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0xf6c222f577ad7eeb1019fec74518e8219c7dccb8be492b6edbc1afcc4f4319e7,9478904,0xaC2D448e18c482363f34fB563Fb29864CD00C932,0xBcE3e0062697E80bB0F5aC23Fc514c971BE73362,0.0,10.000000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x618b484bda67f8a16a4f05f9f9374c5a1777947690329e5cb15d7dbf9077d6c9,9478904,0x3C95c2633296B264d051498C4b2e982EbB526A53,0x3C95c2633296B264d051498C4b2e982EbB526A53,0.0,4.1,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x694cc3b6e3806094fe6f96b64626cb678717c331e2abd81838b1815bda61c4a8,9478904,0xAFE07fe37a2B37bB0b3e3Bf04BEb04b799910BD3,0xcA11bde05977b3631167028862bE2a173976CA11,0.0,3.000000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0xbb79bfedd2d094b3d795f4314e65ba7d23aeaca36061b5b69210a6ff131b57c5,9478904,0x9457Dc6dE5003406C68eb9aCBe30E811c8845A73,0xcA11bde05977b3631167028862bE2a173976CA11,0.0,3.000000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x7c09373e4c29278800f6c1988b55cdef14be0dfca9c87c12fce8efd838aa6ee2,9478904,0x55A07F9f7eD7F110c2Ddd8f2f5d8677Dc94aF4E2,0xeA30c4B8b44078Bbf8a6ef5b9f1eC1626C7848D9,0.0,2.200000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x3b7664997976a3072285c6b0cd3234f1897b72f14105d33a9d675cf85ae331c0,9478904,0x25b58cf2D94Cf6d326F9bB8DcC8Fc53d33F11A26,0xc6255a594299F1776de376d0509aB5ab875A6E3E,0.0,1.500000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x7d58d74752b948766eed09721db81caef3611def701a76818e3e09aed8ca29d2,9478904,0xa3B605fB633AD0A0DC4B74b10bBfc40fDB050d35,0x51a07dE2Bd277F0E6412452e3B54982Fc32CA6E5,0.0,1.500000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0xf9bda6749e5aa7a86e2d84be6feca770458b0a76c593c195315d8cddbe14fa02,9478904,0x0D541D4298586Bf7A9F5A0Ff816c33F348582713,0x51E1BA5a181B11dB68205D6e9A930A7f87cca0E2,5.0,1.500000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0xd7215e72dd8cfe04c615d11d30f88e18b0440bc4f66c586ce17621c10622b738,9478904,0x53Ccc1D72eb66b6e7874DBf446e08fa17525c5bD,0x40797255cd6c8B807D3a4fbc1512FFa0f317119D,0.0,1.500000009,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x206ef5b30b0bf098db18d13060f1d8ebbebf56da1c4df8415c0246ac89f05bd7,9478904,0x6b8751dA81F6Bd33BAD29c67E6EFef9056087913,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x90808d7323ca23109b3023053dac3e70e891cb10328a2b309622e819d9180046,9478904,0xC8Ea923Fa1CFCA5E7e8190FC387e120d0a8beAE0,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0xf55523bf6debc667291e7e3273f6951e0f4635d1b30930f7d1097e18a76b9137,9478904,0x81f7b389155e75F5Ef26Ef8aA41F10C57cD98b99,0xc6255a594299F1776de376d0509aB5ab875A6E3E,0.0,1.5,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x2007a142563f79297327d95ed9947f69f82c67369bbfc6e45fd88a8724b1167c,9478904,0x01a6eD774b646FF4E035caA66Be25d8926bB0A75,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0xcbfef453c7dbb64504806eabec6bf622600c16df48be83dc3ffaf39a2c8accdd,9478904,0x08f4C6919aB6537D380F1EEB6a9d5a6C67e03d63,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x6f0fbc317de9fbb649717228790967155e70e141cdec03788736bdc94dcc9f33,9478904,0x55dF60148b20EC6c1E6a6Abc699deBB38c846168,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x25cff2e065b764b214386e7b055bf2554af0dea3dd205db45245f015f6fbd228,9478904,0x44A116b68B592aA1CA7B809f716B6870c6055ED7,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
2025-10-24T08:49:12.143258,ethereum_tx,0x6df0bfc5889cf19601bb503d29cbec254b4f3574bfab36a0e99d28478def07ab,9478904,0x1BC9471Af91Ab36d768f41F3d0EdB500766F60aB,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
