timestamp,table,transaction_hash,block_number,from_address,to_address,value,gas_price,status
2025-10-23T21:09:36.505553,ethereum_tx,0xdd17d116f7265a36deb819c8557f96af363a287e29f99b55555357ec703ed841,9475416,0x24882A224F014BeBdf1dFBB33D793f9DeCbECac5,,0.0,1.5,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0xe22a598e44462dabbb288d7c5f270e060fece3cb19c5f5474d19187db91ad9f4,9475416,0xda97b118374cead1640062a0D81f1bCb5457F890,,0.0,1.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x8861d411cdca92a5a1daf7e9e8579e7c877e7361493301a164d7f8f3b7fc09a7,9475416,0x227C768A25C1A6E497F5dB7C83aBd5FB4c2874D4,0xcA11bde05977b3631167028862bE2a173976CA11,0.0,3.000000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x1faf91900297ad29822436e60955bd27186aa6ac7643321fcf867d2294d38b04,9475416,0xC6392aD8A14794eA57D237D12017E7295bea2363,0x74a7E4842dFb22D20EDc46ec012eEAecC6a88F55,0.005,30.0,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x7dc8347ac73bda58ba36e8e1ae9229cc5b48175c8b7ba56116cfc92bdff75504,9475416,0x6D6a3b2Db28E266cDdF628f598eD58056c26E42b,0x342417273a9732F76291e9c7D03950E1A12A3585,0.0,1.000000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x61f5dc3979b0e47184cec2064547b630c254ee1ab81e263bf198a46d1a1c5bc4,9475416,0x0E69fAb6F74F7028C6C52dE9B5c1ae10e71De373,0x1614884E4b088D4d20DC29A21Ad777CC0bC0E0dE,8e-15,2.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x02ba65f7e1554fd39d919d28dbf40949266e7e4c3c012f8bb46dcc336484dcf2,9475416,0xF328000d19622E7986FE4d387179b1BA186D508e,0xF6589d669E2D99255cC42832fEF0b65FE3d33153,0.0,1.5,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0xc22b48513bef987f713b0a9057d91e1826ef6bf8bf1e7e0e66c4607f28243405,9475416,0x283Add27eD95191198D8E8e5AcACF91277F07C91,0x956962C34687A954e611A83619ABaA37Ce6bC78A,0.001,1.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0xbf0bee686b82bd010449a951d46211e5c73c3f7360d9af317ee77aaddfb71ad6,9475416,0x79dF57e454286aEc66Aa889C89e9067a1Ef5CBf7,0x956962C34687A954e611A83619ABaA37Ce6bC78A,0.001,1.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x77397589a30b6233d1721e09d5b0e612542c194f80d2b3722a4d27ddee5b2da9,9475416,0xd75d208980F1F9Ad25B90cb971a04d5FE630D3d0,0x956962C34687A954e611A83619ABaA37Ce6bC78A,0.001,1.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x9d8ef0322d05b1d7a0bf8dfe76e8ed00fbf178418eceaaf51114f0ae445c1617,9475416,0x3c1f091F11f2F5ce98B2D9A5F5286D00938C8fBb,0x956962C34687A954e611A83619ABaA37Ce6bC78A,0.001,1.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x309a20b61690fe55536560915de75b2d2c3fede740d020d10d91e9f6f307de09,9475416,0xd2794ADFE0362bD6E44E5449eBEBE0000D05871B,0x956962C34687A954e611A83619ABaA37Ce6bC78A,0.001,1.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x8470cca0f150a374093cb3b5eb4643967bb4d2dd93f2d3939fd0cc74c9e76716,9475416,0x55A07F9f7eD7F110c2Ddd8f2f5d8677Dc94aF4E2,0xeA30c4B8b44078Bbf8a6ef5b9f1eC1626C7848D9,0.0,2.200000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x60ea9ebc1d60d4a7bb554ff25b262be70cfd6ec365a6c44a7c649e5fe9841d11,9475416,0xaB697892ec5C0008589a8a64a557Eb68B53F72A3,0xe969c530D9bCb5Cc348aE1C1F19efa42EFb1CC1f,0.0,1.000000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x8a3a2df970eee2da7993a6bd0be6bbb7217cebc59f610bb59135d81050f63b28,9475416,0x5D07E5bd49Bb6c825Af021861F9EE25d5F9A126E,0x2A4496bbC344414e3bDbE6a8E7c40EF007DAeEd1,0.0,1.5,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x5a1ca2496c55adee13dda137000b335c79af56b0f83b51a637bb43eb2a6390ff,9475416,0x81D8061076ba0A19c110b5BFf2b9Dd03F8446aa1,0x9d2D950Ff3EE1B75875b8C0FA318644f437924C8,0.0,1.000000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x1c38a4df7750b4bc0617569ee5ebdb5da5a22902733da341b06a70c673da4d4e,9475416,0x8F23BB38F531600e5d8FDDaAEC41F13FaB46E98c,0xff00000000000000000000000000000011155420,0.0,2.000000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0xb44b24b45258cd0addb26d330155e3e4b5750bad1490bfa0dab7d1e766d99fb3,9475416,0x2D24B9f58C90f004f3981F34600B3bDb07dE8844,0x3eFE393CA1a3585D3B8F6584775ef5AFF09c3E84,3.4e-05,1.500000009,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0xfa154679f3d9eda0cb1b092be7fc3ff31a76113bbd13895fc9b0d6c9512a2557,9475416,0x786f616fCB9C47A3978b18e0eDB8f05dd21a1076,0xfC3B3602D84ca348726392d6685f6eaAD99D8329,5e-07,1.5,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x5ae1786300c861ef0f3a3773387cda555a01c6e4fff386efc86fa7531df67e6a,9475416,0x25B66dE0BcB33f1BAd733a39575c86E1Da3c939F,0x02D98Cc29d55C551CA4A6AD18EEc77E589B4FF26,2.89e-05,1.5,confirmed
2025-10-23T21:09:36.505553,ethereum_tx,0x8195d260c66c81a677dbb810a7eeeda983ca6298a094a879f0a08f7fa0f821ab,9475416,0xb335bF708E308785B8E6C4656d0D246A6D4Ba5d7,0x81e80E2eC0536397EDA2764a34f532E43Ec4c49f,1e-18,1.400000009,confirmed
